ActivityStartDate,MonitoringLocationName,CharacteristicName,ResultMeasureValue,
10/8/2021,Clark Fork River above Little Blackfoot,Orthophosphate,,
8/8/2017,Clark Fork River above Little Blackfoot,Orthophosphate,,
8/22/2017,Clark Fork River at Deer Lodge,Orthophosphate,,
8/25/2021,Clark Fork River below Missoula,Orthophosphate,,
7/7/2010,Clark Fork River at Bonita,Orthophosphate,,
8/25/2021,Clark Fork River above Missoula,Orthophosphate,,
8/25/2021,Clark Fork River at Bonita,Orthophosphate,,
8/21/2013,Clark Fork River at Deer Lodge,Orthophosphate,,
8/20/2015,Clark Fork River above Flathead,Orthophosphate,,
8/29/2012,Clark Fork River above Missoula,Orthophosphate,,
6/20/2012,Clark Fork River above Missoula,Orthophosphate,,
8/30/2012,Clark Fork River above Flathead,Orthophosphate,,
9/5/2012,Clark Fork River above Missoula,Orthophosphate,,
9/12/2012,Clark Fork River above Missoula,Orthophosphate,,
8/15/2012,Clark Fork River above Flathead,Orthophosphate,,
7/18/2012,Clark Fork River at Deer Lodge,Orthophosphate,,
7/11/2012,Clark Fork River above Little Blackfoot,Orthophosphate,,
6/27/2012,Clark Fork River above Missoula,Orthophosphate,,
8/14/2012,Clark Fork River above Missoula,Orthophosphate,,
7/20/2011,Clark Fork River at Deer Lodge,Orthophosphate,,
8/22/2018,Clark Fork River above Flathead,Orthophosphate,,
8/22/2018,Clark Fork River above Flathead,Orthophosphate,,
8/22/2018,Clark Fork River above Flathead,Orthophosphate,,
9/24/2015,Clark Fork River above Flathead,Orthophosphate,,
9/24/2015,Clark Fork River above Flathead,Orthophosphate,,
9/24/2015,Clark Fork River above Flathead,Orthophosphate,,
8/20/2014,Clark Fork River at Deer Lodge,Orthophosphate,,
9/10/2019,Clark Fork River at Huson,Orthophosphate,,
9/24/2021,Clark Fork River below Missoula,Orthophosphate,,
7/14/2022,Clark Fork River above Flathead,Orthophosphate,,
9/24/2021,Clark Fork River above Flathead,Orthophosphate,,
7/27/2021,Clark Fork River above Flathead,Orthophosphate,,
9/24/2021,Clark Fork River at Bonita,Orthophosphate,,
8/6/2014,Clark Fork River above Little Blackfoot,Orthophosphate,,
7/27/2021,Clark Fork River above Missoula,Orthophosphate,,
9/3/2009,Clark Fork River at Huson,Orthophosphate,,
7/27/2021,Clark Fork River at Deer Lodge,Orthophosphate,,
8/3/2018,Clark Fork River above Flathead,Orthophosphate,,
9/2/2010,Clark Fork River at Huson,Orthophosphate,,
8/25/2011,Clark Fork River at Huson,Orthophosphate,,
9/23/2021,Clark Fork River above Missoula,Orthophosphate,,
7/21/2010,Clark Fork River at Deer Lodge,Orthophosphate,,
7/25/2018,Clark Fork River above Flathead,Orthophosphate,,
7/25/2018,Clark Fork River above Flathead,Orthophosphate,,
9/20/2017,Clark Fork River above Flathead,Orthophosphate,,
9/20/2017,Clark Fork River above Flathead,Orthophosphate,,
9/23/2021,Clark Fork River at Huson,Orthophosphate,,
8/21/2018,Clark Fork River above Little Blackfoot,Orthophosphate,,
8/16/2022,Clark Fork River above Flathead,Orthophosphate,,
7/24/2017,Clark Fork River at Bonita,Orthophosphate,,
7/24/2018,Clark Fork River at Bonita,Orthophosphate,,
9/27/2022,Clark Fork River above Flathead,Orthophosphate,,
9/26/2022,Clark Fork River at Deer Lodge,Orthophosphate,,
9/18/2014,Clark Fork River above Flathead,Orthophosphate,,
8/7/2020,Clark Fork River below Missoula,Orthophosphate,,
8/18/2011,Clark Fork River above Flathead,Orthophosphate,,
8/5/2020,Clark Fork River at Huson,Orthophosphate,,
8/19/2010,Clark Fork River above Flathead,Orthophosphate,,
9/3/2021,Clark Fork River above Little Blackfoot,Orthophosphate,,
9/3/2021,Clark Fork River below Missoula,Orthophosphate,,
9/3/2021,Clark Fork River above Flathead,Orthophosphate,,
8/27/2009,Clark Fork River above Flathead,Orthophosphate,,
9/17/2009,Clark Fork River above Flathead,Orthophosphate,,
9/6/2015,Clark Fork River at Huson,Orthophosphate,,
8/24/2021,Clark Fork River below Missoula,Orthophosphate,,
8/24/2021,Clark Fork River above Flathead,Orthophosphate,,
8/24/2021,Clark Fork River at Huson,Orthophosphate,,
8/24/2021,Clark Fork River at Deer Lodge,Orthophosphate,,
9/4/2020,Clark Fork River below Missoula,Orthophosphate,,
9/9/2019,Clark Fork River at Bonita,Orthophosphate,,
8/15/2022,Clark Fork River above Missoula,Orthophosphate,,
8/15/2022,Clark Fork River above Missoula,Orthophosphate,,
9/2/2017,Clark Fork River at Huson,Orthophosphate,,
9/14/2022,Clark Fork River above Missoula,Orthophosphate,,
9/26/2022,Clark Fork River above Missoula,Orthophosphate,,
7/29/2016,Clark Fork River at Huson,Orthophosphate,,
8/15/2022,Clark Fork River below Missoula,Orthophosphate,,
9/9/2010,Clark Fork River below Missoula,Orthophosphate,,
7/20/2016,Clark Fork River above Missoula,pH,8.3,
7/21/2016,Clark Fork River below Missoula,pH,8.3,
8/10/2016,Clark Fork River above Missoula,pH,8.05,
9/22/2016,Clark Fork River below Missoula,pH,8.23,
8/25/2016,Clark Fork River below Missoula,pH,8.32,
8/19/2015,Clark Fork River above Missoula,pH,7.76,
9/8/2016,Clark Fork River below Missoula,pH,8.31,
7/1/2015,Clark Fork River above Missoula,pH,8.25,
8/6/2015,Clark Fork River below Missoula,pH,8.32,
7/7/2016,Clark Fork River below Missoula,pH,8.38,
8/16/2021,Clark Fork River below Missoula,pH,8.35,
9/23/2015,Clark Fork River above Missoula,pH,8.14,
7/6/2016,Clark Fork River above Missoula,pH,8.26,
7/2/2015,Clark Fork River below Missoula,pH,8.44,
9/9/2015,Clark Fork River above Missoula,pH,8.12,
7/20/2016,Clark Fork River at Bonita,pH,8,
8/5/2015,Clark Fork River above Missoula,pH,8.21,
8/11/2016,Clark Fork River below Missoula,pH,8.31,
8/20/2015,Clark Fork River below Missoula,pH,8.37,
7/15/2015,Clark Fork River above Missoula,pH,8.21,
9/24/2015,Clark Fork River below Missoula,pH,8.46,
9/5/2017,Clark Fork River above Missoula,pH,8.21,
7/8/2021,Clark Fork River above Missoula,pH,8.32,
8/19/2015,Clark Fork River at Bonita,pH,8.23,
9/10/2015,Clark Fork River below Missoula,pH,8.41,
7/16/2015,Clark Fork River below Missoula,pH,8.35,
9/6/2017,Clark Fork River below Missoula,pH,8.16,
7/11/2017,Clark Fork River above Missoula,pH,7.99,
9/20/2017,Clark Fork River below Missoula,pH,8.02,
8/30/2021,Clark Fork River below Missoula,pH,8.32,
9/29/2021,Clark Fork River above Missoula,pH,7.74,
8/23/2017,Clark Fork River below Missoula,pH,8.13,
9/23/2015,Clark Fork River at Bonita,pH,8.35,
9/9/2015,Clark Fork River at Bonita,pH,8.36,
7/27/2017,Clark Fork River below Missoula,pH,8.04,
8/10/2016,Clark Fork River at Bonita,pH,8.17,
7/6/2016,Clark Fork River at Bonita,pH,8.27,
7/1/2015,Clark Fork River at Bonita,pH,8.44,
8/22/2017,Clark Fork River above Missoula,pH,8.58,
7/15/2015,Clark Fork River at Bonita,pH,8.04,
9/5/2017,Clark Fork River at Bonita,pH,8.1,
7/12/2017,Clark Fork River below Missoula,pH,8.13,
8/7/2013,Clark Fork River above Missoula,pH,8.22,
8/25/2020,Clark Fork River below Missoula,pH,8.12,
9/21/2020,Clark Fork River at Bonita,pH,8.23,
7/8/2021,Clark Fork River below Missoula,pH,8.38,
7/24/2013,Clark Fork River above Missoula,pH,8.16,
7/11/2011,Clark Fork River above Missoula,pH,8.18,
9/18/2013,Clark Fork River above Missoula,pH,8.19,
7/10/2013,Clark Fork River above Missoula,pH,8.28,
7/20/2011,Clark Fork River above Missoula,pH,8.22,
8/5/2015,Clark Fork River at Bonita,pH,8.2,
8/9/2017,Clark Fork River below Missoula,pH,8.24,
9/4/2018,Clark Fork River at Deer Lodge,pH,8.1,
9/20/2011,Clark Fork River above Missoula,pH,8.3,
8/21/2013,Clark Fork River above Missoula,pH,8.19,
6/11/2008,Clark Fork River above Missoula,pH,8.38,
7/1/2009,Clark Fork River above Missoula,pH,7.75,
9/18/2014,Clark Fork River below Missoula,pH,8.06,
7/20/2016,Clark Fork River above Little Blackfoot,pH,8.12,
8/20/2014,Clark Fork River above Missoula,pH,8.05,
8/22/2013,Clark Fork River below Missoula,pH,8.37,
8/13/2008,Clark Fork River above Missoula,pH,8.25,
7/27/2011,Clark Fork River above Missoula,pH,8.37,
9/17/2014,Clark Fork River above Missoula,pH,7.68,
9/19/2018,Clark Fork River at Huson,pH,8.23,
9/3/2014,Clark Fork River above Missoula,pH,7.8,
7/3/2014,Clark Fork River below Missoula,pH,8.07,
7/2/2014,Clark Fork River above Missoula,pH,7.59,
7/11/2017,Clark Fork River at Bonita,pH,8.21,
7/16/2009,Clark Fork River below Missoula,pH,8.43,
6/24/2009,Clark Fork River above Missoula,pH,7.93,
9/10/2019,Clark Fork River above Missoula,pH,8.23,
9/6/2020,Clark Fork River below Missoula,pH,7.88,
9/29/2021,Clark Fork River below Missoula,pH,8.27,
8/30/2021,Clark Fork River at Huson,pH,8.08,
9/4/2013,Clark Fork River above Missoula,pH,8.26,
7/17/2014,Clark Fork River below Missoula,pH,8.19,
6/29/2011,Clark Fork River above Missoula,pH,8.06,
9/19/2013,Clark Fork River below Missoula,pH,8.42,
8/8/2013,Clark Fork River below Missoula,pH,8.35,
9/5/2013,Clark Fork River below Missoula,pH,8.41,
8/28/2008,Clark Fork River below Missoula,pH,8.43,
8/21/2014,Clark Fork River below Missoula,pH,8.19,
8/19/2015,Clark Fork River above Little Blackfoot,pH,8.17,
8/10/2011,Clark Fork River above Missoula,pH,8.32,
6/12/2008,Clark Fork River below Missoula,pH,8.68,
7/10/2008,Clark Fork River below Missoula,pH,8.37,
6/25/2009,Clark Fork River below Missoula,pH,8.2,
7/2/2009,Clark Fork River below Missoula,pH,7.91,
7/30/2009,Clark Fork River below Missoula,pH,8.33,
7/17/2019,Clark Fork River at Bonita,pH,8.52,
9/15/2011,Clark Fork River below Missoula,pH,8.39,
7/21/2011,Clark Fork River below Missoula,pH,8.28,
9/22/2016,Clark Fork River at Huson,pH,8.14,
9/23/2015,Clark Fork River above Little Blackfoot,pH,8.14,
6/26/2008,Clark Fork River below Missoula,pH,8.19,
6/25/2008,Clark Fork River above Missoula,pH,8.18,
8/6/2009,Clark Fork River below Missoula,pH,8.44,
7/15/2009,Clark Fork River above Missoula,pH,7.78,
9/15/2010,Clark Fork River above Missoula,pH,7.42,
7/14/2011,Clark Fork River below Missoula,pH,8.21,
8/22/2017,Clark Fork River at Bonita,pH,8.25,
8/7/2013,Clark Fork River at Bonita,pH,8.32,
8/24/2016,Clark Fork River at Deer Lodge,pH,8.07,
6/23/2011,Clark Fork River below Missoula,pH,8.06,
8/6/2014,Clark Fork River above Missoula,pH,7.77,
7/6/2016,Clark Fork River above Little Blackfoot,pH,8.18,
7/20/2016,Clark Fork River at Deer Lodge,pH,8.31,
8/25/2016,Clark Fork River at Huson,pH,8.26,
8/8/2018,Clark Fork River below Missoula,pH,8.29,
9/25/2008,Clark Fork River below Missoula,pH,8.67,
8/20/2008,Clark Fork River above Missoula,pH,8.36,
7/29/2009,Clark Fork River above Missoula,pH,7.87,
9/3/2009,Clark Fork River below Missoula,pH,8.22,
8/13/2009,Clark Fork River below Missoula,pH,8.32,
7/3/2019,Clark Fork River below Missoula,pH,8.45,
9/9/2015,Clark Fork River above Little Blackfoot,pH,8.26,
9/7/2016,Clark Fork River at Deer Lodge,pH,8.19,
9/21/2016,Clark Fork River at Deer Lodge,pH,8.22,
9/18/2013,Clark Fork River at Bonita,pH,8.25,
7/2/2015,Clark Fork River at Huson,pH,8.23,
8/27/2008,Clark Fork River above Missoula,pH,8.21,
9/24/2008,Clark Fork River above Missoula,pH,8.34,
8/5/2009,Clark Fork River above Missoula,pH,7.91,
9/16/2009,Clark Fork River above Missoula,pH,7.77,
7/1/2015,Clark Fork River above Little Blackfoot,pH,8.24,
9/21/2020,Clark Fork River above Little Blackfoot,pH,8.15,
8/25/2020,Clark Fork River at Huson,pH,8.01,
9/16/2021,Clark Fork River at Huson,pH,7.92,
7/8/2021,Clark Fork River at Huson,pH,8.16,
8/28/2022,Clark Fork River at Huson,pH,7.89,
8/10/2016,Clark Fork River above Little Blackfoot,pH,8.2,
8/11/2016,Clark Fork River at Huson,pH,8.19,
7/7/2016,Clark Fork River at Huson,pH,8.26,
7/25/2013,Clark Fork River below Missoula,pH,8.28,
7/16/2014,Clark Fork River above Missoula,pH,8,
7/13/2011,Clark Fork River at Bonita,pH,8.2,
8/22/2018,Clark Fork River at Huson,pH,8.12,
7/17/2008,Clark Fork River below Missoula,pH,8.61,
8/18/2011,Clark Fork River below Missoula,pH,8.39,
6/30/2011,Clark Fork River below Missoula,pH,8.02,
8/31/2013,Clark Fork River at Huson,pH,8.37,
8/17/2011,Clark Fork River above Missoula,pH,8.4,
8/21/2013,Clark Fork River at Bonita,pH,8.31,
7/10/2013,Clark Fork River at Bonita,pH,8.43,
9/24/2015,Clark Fork River at Huson,pH,8.39,
7/24/2008,Clark Fork River below Missoula,pH,8.58,
6/22/2011,Clark Fork River above Missoula,pH,7.81,
8/20/2015,Clark Fork River at Huson,pH,8.42,
8/24/2011,Clark Fork River above Missoula,pH,8.43,
7/20/2011,Clark Fork River at Bonita,pH,8.25,
9/20/2011,Clark Fork River at Bonita,pH,8.42,
8/14/2008,Clark Fork River below Missoula,pH,8.4,
8/13/2008,Clark Fork River at Bonita,pH,8.55,
8/27/2009,Clark Fork River below Missoula,pH,8.4,
9/24/2019,Clark Fork River above Little Blackfoot,pH,8.25,
9/6/2020,Clark Fork River above Missoula,pH,7.97,
9/17/2021,Clark Fork River at Bonita,pH,8.38,
8/16/2021,Clark Fork River at Huson,pH,8.08,
7/16/2015,Clark Fork River at Huson,pH,8.35,
8/19/2015,Clark Fork River at Deer Lodge,pH,8.28,
9/14/2011,Clark Fork River above Missoula,pH,8.42,
9/17/2014,Clark Fork River at Bonita,pH,8.3,
7/24/2013,Clark Fork River at Bonita,pH,8.17,
7/9/2008,Clark Fork River above Missoula,pH,8.28,
9/10/2009,Clark Fork River below Missoula,pH,8.52,
9/9/2009,Clark Fork River above Missoula,pH,8.04,
7/28/2011,Clark Fork River below Missoula,pH,8.41,
7/15/2015,Clark Fork River above Little Blackfoot,pH,8.21,
8/11/2011,Clark Fork River below Missoula,pH,8.36,
7/27/2011,Clark Fork River at Bonita,pH,8.33,
7/11/2013,Clark Fork River below Missoula,pH,8.41,
8/2/2015,Clark Fork River above Flathead,pH,8.51,
8/12/2009,Clark Fork River above Missoula,pH,8.02,
8/4/2010,Clark Fork River above Missoula,pH,7.66,
9/3/2014,Clark Fork River at Bonita,pH,8.21,
8/25/2011,Clark Fork River below Missoula,pH,8.44,
9/9/2015,Clark Fork River at Deer Lodge,pH,8.35,
7/6/2016,Clark Fork River at Deer Lodge,pH,8.26,
9/10/2008,Clark Fork River above Missoula,pH,8.36,
8/21/2008,Clark Fork River below Missoula,pH,8.5,
7/23/2008,Clark Fork River above Missoula,pH,8.57,
7/16/2008,Clark Fork River above Missoula,pH,8.58,
9/17/2009,Clark Fork River below Missoula,pH,8.18,
7/1/2009,Clark Fork River at Bonita,pH,8.14,
7/14/2010,Clark Fork River above Missoula,pH,7.52,
8/19/2010,Clark Fork River below Missoula,pH,7.98,
9/2/2010,Clark Fork River below Missoula,pH,8.3,
6/23/2010,Clark Fork River above Missoula,pH,7.14,
8/7/2014,Clark Fork River below Missoula,pH,8.15,
8/30/2014,Clark Fork River above Flathead,pH,8.22,
9/29/2021,Clark Fork River at Huson,pH,7.87,
8/16/2022,Clark Fork River at Huson,pH,7.95,
7/29/2016,Clark Fork River above Flathead,pH,8.31,
9/21/2011,Clark Fork River below Missoula,pH,8.4,
9/4/2013,Clark Fork River at Bonita,pH,8.31,
9/23/2015,Clark Fork River at Deer Lodge,pH,8.42,
9/5/2017,Clark Fork River above Little Blackfoot,pH,8.2,
8/10/2011,Clark Fork River at Bonita,pH,8.31,
7/31/2013,Clark Fork River at Huson,pH,8.23,
9/6/2015,Clark Fork River above Flathead,pH,8.44,
9/2/2009,Clark Fork River above Missoula,pH,7.75,
9/1/2010,Clark Fork River above Missoula,pH,7.8,
7/21/2010,Clark Fork River above Missoula,pH,7.68,
7/22/2010,Clark Fork River below Missoula,pH,7.88,
6/22/2011,Clark Fork River at Bonita,pH,8.12,
8/5/2015,Clark Fork River above Little Blackfoot,pH,8.25,
7/2/2014,Clark Fork River at Bonita,pH,8.13,
8/24/2016,Clark Fork River above Little Blackfoot,pH,8.09,
8/26/2009,Clark Fork River above Missoula,pH,8.05,
7/15/2009,Clark Fork River at Bonita,pH,8.13,
8/11/2010,Clark Fork River above Missoula,pH,7.64,
7/7/2010,Clark Fork River above Missoula,pH,7.36,
9/10/2019,Clark Fork River below Missoula,pH,8.27,
7/17/2019,Clark Fork River above Missoula,pH,8.51,
9/25/2019,Clark Fork River at Huson,pH,8.37,
9/21/2020,Clark Fork River at Deer Lodge,pH,8.12,
9/6/2020,Clark Fork River at Bonita,pH,8.23,
7/1/2015,Clark Fork River at Deer Lodge,pH,8.25,
6/25/2008,Clark Fork River at Bonita,pH,8.19,
8/20/2008,Clark Fork River at Bonita,pH,8.81,
6/24/2009,Clark Fork River at Bonita,pH,8.35,
8/5/2010,Clark Fork River below Missoula,pH,8,
7/8/2010,Clark Fork River below Missoula,pH,7.64,
8/10/2016,Clark Fork River at Deer Lodge,pH,8.35,
9/7/2016,Clark Fork River above Little Blackfoot,pH,8.27,
9/21/2016,Clark Fork River above Little Blackfoot,pH,8.21,
9/20/2017,Clark Fork River at Huson,pH,8.06,
8/5/2009,Clark Fork River at Bonita,pH,8.4,
8/12/2010,Clark Fork River below Missoula,pH,8,
9/15/2010,Clark Fork River at Bonita,pH,8.14,
8/18/2010,Clark Fork River above Missoula,pH,7.68,
8/8/2017,Clark Fork River at Deer Lodge,pH,8.11,
7/11/2018,Clark Fork River at Huson,pH,8.04,
7/16/2014,Clark Fork River at Bonita,pH,8.2,
8/27/2008,Clark Fork River at Bonita,pH,8.52,
9/24/2008,Clark Fork River at Bonita,pH,8.68,
9/16/2009,Clark Fork River at Bonita,pH,8.38,
7/29/2009,Clark Fork River at Bonita,pH,8.26,
9/8/2010,Clark Fork River above Missoula,pH,7.95,
7/15/2010,Clark Fork River below Missoula,pH,7.86,
6/24/2010,Clark Fork River below Missoula,pH,7.59,
8/22/2017,Clark Fork River above Little Blackfoot,pH,8.25,
8/23/2019,Clark Fork River above Missoula,pH,8.47,
9/5/2018,Clark Fork River above Flathead,pH,8.2,
8/17/2011,Clark Fork River at Bonita,pH,8.37,
7/15/2015,Clark Fork River at Deer Lodge,pH,8.36,
9/11/2008,Clark Fork River below Missoula,pH,8.64,
7/11/2017,Clark Fork River above Little Blackfoot,pH,8.17,
8/1/2017,Clark Fork River above Flathead,pH,8.32,
9/14/2011,Clark Fork River at Bonita,pH,8.44,
9/19/2018,Clark Fork River above Flathead,pH,8.23,
8/21/2013,Clark Fork River above Little Blackfoot,pH,8.39,
9/18/2013,Clark Fork River above Little Blackfoot,pH,8.16,
7/27/2017,Clark Fork River at Huson,pH,7.99,
8/6/2014,Clark Fork River at Bonita,pH,8.24,
9/4/2014,Clark Fork River below Missoula,pH,8.11,
8/20/2014,Clark Fork River at Bonita,pH,8.26,
9/5/2017,Clark Fork River at Deer Lodge,pH,8.16,
8/24/2011,Clark Fork River at Bonita,pH,8.39,
6/11/2008,Clark Fork River at Bonita,pH,8.46,
8/12/2009,Clark Fork River at Bonita,pH,8.43,
8/11/2020,Clark Fork River at Deer Lodge,pH,8,
8/23/2017,Clark Fork River at Huson,pH,8.23,
6/29/2011,Clark Fork River at Bonita,pH,8.09,
9/3/2016,Clark Fork River above Flathead,pH,8.36,
7/23/2008,Clark Fork River at Bonita,pH,8.74,
7/9/2008,Clark Fork River at Bonita,pH,8.31,
9/2/2017,Clark Fork River above Flathead,pH,8.12,
7/24/2017,Clark Fork River at Deer Lodge,pH,8.21,
9/19/2017,Clark Fork River at Deer Lodge,pH,8.21,
8/7/2013,Clark Fork River above Little Blackfoot,pH,8.38,
7/25/2018,Clark Fork River at Huson,pH,7.9,
7/10/2013,Clark Fork River above Little Blackfoot,pH,8.44,
9/10/2008,Clark Fork River at Bonita,pH,8.64,
9/2/2009,Clark Fork River at Bonita,pH,8.2,
7/14/2010,Clark Fork River at Bonita,pH,7.94,
7/13/2011,Clark Fork River above Little Blackfoot,pH,8.1,
7/16/2008,Clark Fork River at Bonita,pH,8.61,
9/9/2009,Clark Fork River at Bonita,pH,8.54,
7/21/2010,Clark Fork River at Bonita,pH,7.93,
9/4/2018,Clark Fork River above Little Blackfoot,pH,8.23,
9/24/2019,Clark Fork River at Deer Lodge,pH,8.28,
7/17/2019,Clark Fork River below Missoula,pH,8.52,
8/25/2020,Clark Fork River above Flathead,pH,8.22,
9/17/2021,Clark Fork River above Little Blackfoot,pH,8.3,
7/15/2022,Clark Fork River below Missoula,pH,7.99,
7/20/2011,Clark Fork River above Little Blackfoot,pH,8.2,
9/20/2011,Clark Fork River above Little Blackfoot,pH,8.59,
8/8/2017,Clark Fork River above Little Blackfoot,pH,8.21,
8/13/2008,Clark Fork River above Little Blackfoot,pH,8.86,
9/1/2010,Clark Fork River at Bonita,pH,8.21,
6/23/2010,Clark Fork River at Bonita,pH,7.76,
8/10/2011,Clark Fork River above Little Blackfoot,pH,8.42,
8/5/2015,Clark Fork River at Deer Lodge,pH,8.35,
8/22/2013,Clark Fork River at Huson,pH,8.36,
8/20/2014,Clark Fork River above Little Blackfoot,pH,8.29,
8/22/2017,Clark Fork River at Deer Lodge,pH,8.16,
8/23/2018,Clark Fork River below Missoula,pH,8.38,
9/18/2014,Clark Fork River at Huson,pH,8.08,
7/7/2010,Clark Fork River at Bonita,pH,7.77,
8/11/2010,Clark Fork River at Bonita,pH,8.02,
8/18/2010,Clark Fork River at Bonita,pH,8.11,
8/1/2014,Clark Fork River above Flathead,pH,8.07,
9/3/2014,Clark Fork River above Little Blackfoot,pH,8.47,
8/30/2021,Clark Fork River above Flathead,pH,8.35,
7/8/2021,Clark Fork River above Flathead,pH,8.42,
8/28/2022,Clark Fork River above Flathead,pH,8.18,
7/24/2013,Clark Fork River above Little Blackfoot,pH,8.5,
8/4/2018,Clark Fork River at Deer Lodge,pH,8.19,
8/25/2016,Clark Fork River above Flathead,pH,8.31,
7/27/2011,Clark Fork River above Little Blackfoot,pH,8.45,
7/16/2018,Clark Fork River below Missoula,pH,8.17,
7/24/2018,Clark Fork River at Deer Lodge,pH,8.24,
8/26/2009,Clark Fork River at Bonita,pH,8.55,
7/1/2009,Clark Fork River above Little Blackfoot,pH,8.19,
9/8/2010,Clark Fork River at Bonita,pH,8.27,
8/4/2010,Clark Fork River at Bonita,pH,8.09,
9/18/2013,Clark Fork River at Deer Lodge,pH,8.19,
8/21/2013,Clark Fork River at Deer Lodge,pH,8.2,
8/20/2015,Clark Fork River above Flathead,pH,8.54,
7/11/2017,Clark Fork River at Deer Lodge,pH,8.23,
7/17/2014,Clark Fork River at Huson,pH,7.94,
7/3/2019,Clark Fork River at Huson,pH,8.27,
6/22/2011,Clark Fork River above Little Blackfoot,pH,8.19,
9/17/2014,Clark Fork River above Little Blackfoot,pH,8.46,
7/24/2017,Clark Fork River above Little Blackfoot,pH,8.3,
7/7/2016,Clark Fork River above Flathead,pH,8.38,
9/18/2018,Clark Fork River at Deer Lodge,pH,8.22,
8/28/2008,Clark Fork River at Huson,pH,8.71,
9/15/2011,Clark Fork River at Huson,pH,8.36,
7/26/2012,Clark Fork River above Flathead,pH,8.39,
8/15/2012,Clark Fork River above Little Blackfoot,pH,8.41,
8/9/2012,Clark Fork River at Huson,pH,8.3,
8/29/2012,Clark Fork River above Missoula,pH,8.42,
7/12/2012,Clark Fork River above Flathead,pH,8.27,
6/20/2012,Clark Fork River above Little Blackfoot,pH,8.39,
9/13/2012,Clark Fork River below Missoula,pH,8.27,
6/27/2012,Clark Fork River at Bonita,pH,8.38,
6/28/2012,Clark Fork River at Huson,pH,8.04,
7/11/2012,Clark Fork River at Deer Lodge,pH,8.48,
7/11/2012,Clark Fork River above Little Blackfoot,pH,8.43,
8/8/2012,Clark Fork River above Little Blackfoot,pH,8.42,
9/5/2012,Clark Fork River above Little Blackfoot,pH,8.41,
8/29/2012,Clark Fork River above Little Blackfoot,pH,8.43,
7/25/2012,Clark Fork River at Deer Lodge,pH,8.34,
6/27/2012,Clark Fork River above Missoula,pH,8.04,
6/28/2012,Clark Fork River below Missoula,pH,8.25,
6/21/2012,Clark Fork River at Huson,pH,8.04,
7/19/2012,Clark Fork River at Huson,pH,8.2,
8/16/2012,Clark Fork River at Huson,pH,8.41,
6/21/2012,Clark Fork River above Flathead,pH,8.23,
8/8/2012,Clark Fork River at Bonita,pH,8.24,
9/5/2012,Clark Fork River at Deer Lodge,pH,8.49,
9/12/2012,Clark Fork River at Bonita,pH,8.4,
8/15/2012,Clark Fork River at Bonita,pH,8.13,
7/11/2012,Clark Fork River at Bonita,pH,8.66,
8/9/2012,Clark Fork River below Missoula,pH,8.2,
8/15/2012,Clark Fork River at Deer Lodge,pH,8.36,
7/18/2012,Clark Fork River at Bonita,pH,8.38,
9/5/2012,Clark Fork River above Missoula,pH,8.23,
6/20/2012,Clark Fork River above Missoula,pH,8.28,
9/5/2012,Clark Fork River at Bonita,pH,8.27,
7/26/2012,Clark Fork River below Missoula,pH,8.22,
6/27/2012,Clark Fork River at Deer Lodge,pH,8.54,
7/18/2012,Clark Fork River above Missoula,pH,8.2,
8/30/2012,Clark Fork River above Flathead,pH,8.46,
7/19/2012,Clark Fork River below Missoula,pH,8.23,
7/12/2012,Clark Fork River at Huson,pH,8.36,
6/27/2012,Clark Fork River above Little Blackfoot,pH,8.48,
7/25/2012,Clark Fork River at Bonita,pH,8.22,
9/12/2012,Clark Fork River at Deer Lodge,pH,8.53,
8/8/2012,Clark Fork River at Deer Lodge,pH,8.38,
9/13/2012,Clark Fork River above Flathead,pH,8.61,
9/12/2012,Clark Fork River above Little Blackfoot,pH,8.52,
6/28/2012,Clark Fork River above Flathead,pH,8.33,
7/12/2012,Clark Fork River below Missoula,pH,8.34,
8/16/2012,Clark Fork River below Missoula,pH,8.25,
9/13/2012,Clark Fork River at Huson,pH,8.46,
8/30/2012,Clark Fork River below Missoula,pH,8.3,
9/6/2012,Clark Fork River above Flathead,pH,8.49,
7/25/2012,Clark Fork River above Little Blackfoot,pH,8.31,
9/6/2012,Clark Fork River at Huson,pH,8.38,
7/26/2012,Clark Fork River at Huson,pH,8.17,
8/9/2012,Clark Fork River above Flathead,pH,8.45,
8/8/2012,Clark Fork River above Missoula,pH,8.43,
7/11/2012,Clark Fork River above Missoula,pH,8.34,
7/18/2012,Clark Fork River at Deer Lodge,pH,8.34,
8/30/2012,Clark Fork River at Huson,pH,8.42,
8/29/2012,Clark Fork River at Deer Lodge,pH,8.34,
6/21/2012,Clark Fork River below Missoula,pH,8.2,
9/12/2012,Clark Fork River above Missoula,pH,8.46,
6/20/2012,Clark Fork River at Bonita,pH,8.36,
6/20/2012,Clark Fork River at Deer Lodge,pH,8.42,
8/16/2012,Clark Fork River above Flathead,pH,8.55,
9/6/2012,Clark Fork River below Missoula,pH,8.31,
8/15/2012,Clark Fork River above Missoula,pH,8.2,
7/19/2012,Clark Fork River above Flathead,pH,8.32,
7/18/2012,Clark Fork River above Little Blackfoot,pH,8.41,
8/29/2012,Clark Fork River at Bonita,pH,8.25,
7/25/2012,Clark Fork River above Missoula,pH,7.99,
9/6/2020,Clark Fork River above Little Blackfoot,pH,8.38,
7/21/2021,Clark Fork River at Deer Lodge,pH,8.41,
