 Agency Code, Station number,Site, Begin date,Day,Month,Year, Begin time, End date, End time, Time datum, Time datum reliability code, Medium code, Taxonomic unit code, Body part code," Stream width, feet"," Temperature, water, degrees Celsius"," Temperature, air, degrees Celsius"," Temperature, air, degrees Fahrenheit"," Barometric pressure, millimeters of mercury"," Weather, World Meteorological Organization (WMO) code"," Discharge, cubic feet per second"," Discharge, instantaneous, cubic feet per second"," Number of sampling points, count"," Gage height, feet"," Specific conductance, water, unfiltered, microsiemens per centimeter at 25 degrees Celsius"," Hydrogen ion, water, unfiltered, calculated, milligrams per liter"," pH, water, unfiltered, field, standard units"," pH, water, unfiltered, laboratory, standard units"," Hardness, water, milligrams per liter as calcium carbonate"," Calcium, water, filtered, milligrams per liter"," Magnesium, water, filtered, milligrams per liter"," Arsenic, water, filtered, micrograms per liter"," Arsenic, water, unfiltered, micrograms per liter"," Cadmium, water, filtered, micrograms per liter"," Cadmium, water, unfiltered, micrograms per liter"," Copper, water, filtered, micrograms per liter"," Copper, water, unfiltered, recoverable, micrograms per liter"," Iron, water, unfiltered, recoverable, micrograms per liter"," Iron, water, filtered, micrograms per liter"," Lead, water, filtered, micrograms per liter"," Lead, water, unfiltered, recoverable, micrograms per liter"," Manganese, water, unfiltered, recoverable, micrograms per liter"," Manganese, water, filtered, micrograms per liter"," Zinc, water, filtered, micrograms per liter"," Zinc, water, unfiltered, recoverable, micrograms per liter"," Gage height, above datum, meters"," Discharge, cubic meters per second"," Discharge, instantaneous, cubic meters per second"," Transit rate, sampler, minimum, feet per second"," Transit rate, sampler, feet per second"," Transit rate, sampler, maximum, feet per second"," Site visit purpose, code"," Turbidity, water, unfiltered, monochrome near infra"," Suspended sediment, sieve diameter, percent smaller than 0.0625 millimeters"," Sample purpose, code"," Sample location, distance downstream, feet"," Sample location, distance upstream, feet"," Sampler nozzle material, code"," Sampler nozzle diameter, code"," Suspended sediment concentration, milligrams per liter"," Suspended sediment discharge, short tons per day"," Velocity at point in stream, feet per second"," Sampling method, code"," Sampler type, code"," Sample splitter type, field, code"," Bottle or bag sampler material (construction), code"," Specific conductance, water, unfiltered, laboratory, microsiemens per centimeter at 25 degrees Celsius"," Suspended sediment, sediment mass recovered from whole water sample, dry weight, grams"," Suspended sediment, smaller than 0.063 mm sieve diameter, sediment mass recovered from whole water sample, dry weight, grams"," Suspended sediment, larger than 0.063 mm sieve diameter, sediment mass recovered from whole water sample, dry weight, grams"," Suspended sediment, between 0.063 and 4 mm sieve diameter, sediment mass analyzed for particle size fractions, dry weight, grams"," Type of replicate, code"," Type of quality assurance data associated with sample, code"," Sulfuric acid NWIS lot number, 4.5 N (1:7), 1 mL, National Field Supply Service (NFSS) stock number Q438FLD"," Nitric acid NWIS lot number, 7.5"," Conductance standard NWIS lot number, 50 uS/cm KCl, National Field Supply Service (NFSS) stock number Q42FLD"," Conductance standard NWIS lot number, 100 uS/cm KCl, National Field Supply Service (NFSS) stock number Q43FLD"," Conductance standard NWIS lot number, 500 uS/cm KCl, National Field Supply Service (NFSS) stock number Q45FLD"," Conductance standard NWIS lot number, 750 uS/cm KCl, National Field Supply Service (NFSS) stock number Q46FLD"," Conductance standard NWIS lot number, 1000 uS/cm KCl, National Field Supply Service (NFSS) stock number Q47FLD"," pH 10 Buffer solution, NWIS lot number, National Field Supply Service (NFSS) stock numbers Q122FLD, Q123FLD"," pH 4 Buffer solution, NWIS lot number, National Field Supply Service (NFSS) stock numbers Q124FLD, Q125FLD"," pH 7 Buffer solution, NWIS lot number, National Field Supply Service (NFSS) stock numbers Q126FLD, Q127FLD"," Lot number, first, inorganic"," NWIS lot number, capsule filter, 0.45 micron"," NWIS lot number, disk filter, 0.45 micron"," Julian date, in"
USGS,12324400,GR,3/28/2019,28,3,2019,10:00,,,MDT,K,WS,,,,1.6,3,,,,807,,1,4.67,418,0.00001,7.9,8.1,182,52.2,12.6,16.7,45.3,0.187,0.94,37.7,244,4330,84.7,0.402,27.3,350,60.1,25.5,198,1.42,23,,,0.5,,1001,,71,10,,,3,5,166,,3.5,70,3044,200,2,435,0.1206,,,0.0344,20,30,40280,40282,,30614,30656,,,20356,,20350,,10055,,
USGS,12324400,GR,4/24/2019,24,4,2019,8:05,,,MDT,K,WS,,,54,9,8,,,,872,,4,4.59,393,0.00001,8,8.3,169,48.6,11.6,14.8,28.8,0.073,0.44,9.5,82.4,1770,39.9,0.223,10.4,172,13.9,7.2,77,1.4,25,,0.5,,0.8,1001,,54,10,,,3,5,87,,5,20,3052,200,2,401,0.2759,,,0.1266,,,40280,40282,,30614,30656,30635,,20356,20316,20350,,10055,,
USGS,12324400,GR,5/8/2019,8,5,2019,9:00,,,MDT,K,WS,,,52,6.5,10.5,,,,671,,5,4.14,378,0.00001,8.2,8.3,169,49.1,11.3,12.5,20.7,0.075,0.2,10.2,52.7,810,66.9,0.472,5.6,121,23,8.1,42,1.26,19,,0.2,,0.6,1001,,63,10,,,3,5,36,,2.8,40,3052,200,2,383,0.1153,,,0.043,,,40280,40282,,30614,,30635,,20356,,20350,81805,10055,,
USGS,12324400,GR,5/17/2019,17,5,2019,14:15,,,MDT,K,WS,,,100,9,7,,,,995,,4,4.97,276,0.00001,8,8,116,34.9,6.95,14.5,40.1,0.071,0.6,13.4,151,2740,39.4,0.281,22.8,252,16.2,7.6,124,1.51,28,,,,,1001,,57,10,,,3,5,139,,,40,3044,200,2,279,0.4201,,,0.1796,,,,40282,30540,,,,30651,20318,,20320,,10055,,
USGS,12324400,GR,5/17/2019,17,5,2019,14:45,,,MDT,K,WS,,,,9,,,,,1140,,,5.14,276,0.00001,8,,,,,,,,,,,,,,,,,,,1.57,32,,,,,1001,,57,10,,,,,142,,,,,,,,0.453,,,0.1969,,,,,,,,,,,,,,,,
USGS,12324400,GR,5/23/2019,23,5,2019,9:30,,,MDT,K,WS,,,54,8,13,,,,948,,4,4.87,338,0.00001,8,8.2,126,37.7,7.83,13.4,29.9,0.075,0.36,12.1,102,1560,35.5,0.265,12.7,145,12.6,7.9,76,1.48,27,,0.6,,0.8,1001,,54,10,,,3,5,74,,3.2,20,3052,200,2,345,0.2213,,,0.102,,,,40282,,30715,30656,30635,,20356,20316,20350,,10055,,
USGS,12324400,GR,6/4/2019,4,6,2019,15:45,,,MDT,K,WS,,,68,16,22,,,,1210,,4,5.31,274,0.00001,8.2,8.1,118,34.9,7.4,16.3,33.1,0.084,0.37,14.4,107,1780,29.4,0.245,13.7,133,12.5,5.9,79,1.62,34,,0.7,,0.8,1001,,54,10,,,3,5,82,,3.7,20,3052,200,2,275,0.2702,,,0.1236,,,,40282,,30715,30656,30635,,20356,20316,20350,,10057,,
USGS,12324400,GR,7/16/2019,16,7,2019,16:40,,,MDT,K,WS,,,72,20.5,23,,,,328,,10,3.52,389, ,8.6,8.4,166,48.1,11.3,17.8,21.1,0.061,0.13,8.2,22.3,263,10.7,0.109,1.84,66.8,21.7,2.9,16,1.07,9.3,,,0.7,,1001,,85,10,,,3,5,8,,2.2,10,3044,200,2,390,0.0095,,,0.0014,,,,40282,,30715,30656,30724,,20356,20316,20350,,10057,,
USGS,12324400,GR,8/20/2019,20,8,2019,14:40,,,MDT,K,WS,,,60,20,33,,,,159,,9,2.85,448, ,8.6,8.5,193,56.1,12.8,16.9,19.9,0.05,0.1,7.3,18.6,188,10.8,0.123,1.46,78.3,23.2,2.6,13,0.87,4.5,,,,,1001,,62,10,,,3,5,10,,1.7,10,3044,200,2,454,0.0118,,,0.0045,,,,40295,,30715,30656,30724,,20356,20316,20350,,10062,,
USGS,12324400,GR,9/9/2019,9,9,2019,11:35,,,MDT,K,WS,,,,13.9,15,,,,292,,,3.38,467,0.00001,8.1,8.2,212,60.9,14.6,17,26.8,0.053,0.65,7.7,127,1940,15.1,0.168,15.9,465,29.7,4.1,119,1.03,8.3,,,,,1001,,77,10,,,,,91,,,10,3044,,,474,0.3371,,,0.0761,,,,40282,,,,,,,,,,10055,,
USGS,12324400,GR,9/9/2019,9,9,2019,12:05,,,MDT,K,WS,,,,13.9,,,,,290,,,3.36,,,,,,,,,,,,,,,,,,,,,,1.02,8.2,,,,,1001,,77,10,,,,,101,,,,,,,,0.3829,,,0.0867,,,,,,,,,,,,,,,,
USGS,12324400,GR,9/10/2019,10,9,2019,11:15,,,MDT,K,WS,,,,12.5,18,,,,287,,,3.35,421,0.00001,8.2,8.3,235,66.6,16.6,21,25.8,0.074,0.34,14.9,64.6,953,87,0.708,7.37,218,26.8,9.4,58,1.02,8.1,,,,,1001,,78,10,,,,,40,,,10,3044,,,511,0.0911,,,0.02,,,,40282,,,,,,,,,,10055,,
USGS,12324400,GR,9/10/2019,10,9,2019,11:45,,,MDT,K,WS,,,,,,,,,287,,,3.35,,,,,,,,,,,,,,,,,,,,,,1.02,8.1,,,,,1001,,78,10,,,,,41,,,,,,,,0.0992,,,0.0219,,,,,,,,,,,,,,,,
USGS,12324400,GR,9/19/2019,19,9,2019,8:29,,,MDT,K,WS,,,,10.6,,,,,221,,,3.1,,,,8.3,212,60.5,14.8,14.3,15.5,0.04,0.13,8.8,23.5,309,10.5,0.091,2.13,72.9,1.32,4.7,20,0.94,6.3,,,,,1001,,41,10,,,,,43,,,50,,,2,474,0.0164,,,0.0096,,1,,40295,,,,,,,,,,,,
USGS,12324400,GR,9/24/2019,24,9,2019,16:29,,,MDT,K,WS,,,,14.7,,,,,241,,,3.17,,,,8.3,210,60.3,14.6,14,18.4,0.052,0.17,8.1,22.5,1020,14.5,0.134,2.88,159,3.92,3.8,26,0.97,6.8,,,,,1001,,13,10,,,,,64,,,50,,,2,467,0.0246,,,0.0215,,1,,40295,,,,,,,,,,,,
USGS,12324400,GR,10/8/2019,8,10,2019,15:00,,,MDT,K,WS,,,80,10,12,,,,353,,8,3.53,436, ,8.7,8.4,196,56.6,13.2,10.2,12.4,0.054,0.1,5.1,16.3,199,10,0.059,1.66,47.3,12.1,2.7,14,1.08,10,,,0.5,,1001,,83,10,,,3,5,7,,2.5,10,3044,200,2,448,0.0181,,,0.0031,,,,40295,,30715,30656,30724,,20356,,20350,,10062,,
USGS,12324400,GR,3/25/2020,25,3,2020,16:15,,,MDT,K,WS,,,78,5.6,4.5,,,,274,,13,3.27,486, ,8.8,8.5,229,68.6,14,8.1,9.5,0.156,0.15,5,15.7,240,10,0.044,1.7,68.9,27.5,2.1,16,1,7.8,,,0.8,,1001,,74,10,,,3,5,13,,,10,3044,200,2,502,0.0195,,,0.005,30,30,,40299,,30763,30713,30724,,20356,,20350,,10062,,
USGS,12324400,GR,4/14/2020,14,4,2020,16:00,,,MDT,K,WS,,,78,5.1,7.2,,,,335,,13,3.47,536, ,8.6,8.2,234,70.3,14.2,7.1,13.7,0.172,0.34,4.7,53.3,728,10,0.049,6.21,149,31.6,4.1,43,1.06,9.5,,,0.7,,1001,,83,10,,,3,5,32,,,10,3044,200,2,546,0.0824,,,0.0137,,,,40299,,30763,30713,30724,,20356,,20350,,10062,,
USGS,12324400,GR,4/21/2020,21,4,2020,10:30,,,MDT,K,WS,,,85,,,,,,291,,10,3.33,533,0.00001,8.3,8.2,245,73.8,14.7,8.5,11.3,0.14,0.22,6.1,30,447,10,0.036,3.52,118,10.5,2.7,31,1.01,8.2,,,1,,1001,,86,10,,,3,5,20,,4,10,3044,200,2,536,0.0486,,,0.007,,,,40299,,30763,,30724,,,,20350,,10063,,
USGS,12324400,GR,4/21/2020,21,4,2020,11:00,,,MDT,K,WS,,,,,,,,,291,,,3.33,533,0.00001,8.3,,,,,,,,,,,,,,,,,,,1.01,8.2,,,,,1001,,87,10,,,,,20,,,,,,,,0.0541,,,0.0069,,,,,,,,,,,,,,,,
USGS,12324400,GR,5/1/2020,1,5,2020,12:40,,,MDT,K,WS,,,,10,13,,,,476,,,3.79,474,0.00001,8.2,8.1,214,64.8,12.7,13.5,32.2,0.141,1.04,6.8,219,3500,17.6,0.091,28.3,479,41.8,5.4,195,1.16,13,,,,,1001,77,74,10,,,,,182,,,,,,,481,0.4112,,,0.1057,,,,,,,,,,,,,,,,
USGS,12324400,GR,5/1/2020,1,5,2020,13:10,,,MDT,K,WS,,,,,,,,,481,,,3.8,,,,,,,,,,,,,,,,,,,,,,1.16,14,,,,,1001,,74,10,,,,,181,,,,,,,,0.4123,,,0.1088,,,,,,,,,,,,,,,,
USGS,12324400,GR,5/1/2020,1,5,2020,16:20,,,MDT,K,WS,,,,14,,,,,496,,,3.83,470,0.00001,8.2,8.1,211,64.3,12.3,14.4,32.6,0.152,1.17,7.5,229,3700,10,0.126,26.6,490,40.4,5,205,1.17,14,,,,,1001,,75,10,,,,,191,,,,,,,476,0.4783,,,0.1176,,,,,,,,,,,,,,,,
USGS,12324400,GR,5/1/2020,1,5,2020,16:50,,,MDT,K,WS,,,,,,,,,501,,,3.84,,,,,,,,,,,,,,,,,,,,,,1.17,14,,,,,1001,,75,10,,,,,190,,,,,,,,0.4792,,,0.1207,,,,,,,,,,,,,,,,
USGS,12324400,GR,5/2/2020,2,5,2020,12:00,,,MDT,K,WS,,,,,,,,,472,,,3.77,,,,8.2,200,60.6,11.9,14.1,25,0.165,0.7,8.3,131,2110,13.7,0.129,16.5,328,6.07,5.3,117,1.15,13,,,,,1001,,79,10,,,,,105,,,,,,,445,0.2998,,,0.0642,,,,,,,,,,,,,,,,
USGS,12324400,GR,5/2/2020,2,5,2020,12:30,,,MDT,K,WS,,,,,,,,,476,,,3.78,,,,,,,,,,,,,,,,,,,,,,1.15,13,,,,,1001,,77,10,,,,,106,,,,,,,,0.3101,,,0.0701,,,,,,,,,,,,,,,,
USGS,12324400,GR,5/4/2020,4,5,2020,12:15,,,MDT,K,WS,,,80,10.5,13.8,,,,438,,10,3.69,465,0.00001,8,8,204,62.8,11.5,12.7,19.9,0.129,0.49,6.7,98.4,1510,17.1,0.201,11.9,236,15.6,7.6,77,1.12,12,,,0.5,,1001,,70,10,,,3,5,73,,,10,3044,200,2,471,0.1475,,,0.0441,,,,40311,,30763,30811,30724,,20419,,20350,,10062,,
USGS,12324400,GR,5/4/2020,4,5,2020,12:45,,,MDT,K,WS,,,,,,,,,437,,,3.69,,,,,,,,,,,,,,,,,,,,,,1.12,12,,,,,1001,,67,10,,,,,76,,,,,,,,0.1832,,,0.0611,,,,,,,,,,,,,,,,
USGS,12324400,GR,5/19/2020,19,5,2020,15:00,,,MDT,K,WS,,,82,14,13.5,,,,461,,10,3.8,394,0.00001,8.2,8.1,172,51.3,10.6,11.3,23.4,0.089,0.58,7.4,128,2480,16.8,0.182,15.5,257,23.3,5.1,127,1.16,13,,,0.7,,1001,,66,10,,,3,5,112,,,10,3044,200,2,396,0.3861,,,0.1322,,,,40311,,30763,30811,30724,,20419,20353,20350,,10063,,20201000
USGS,12324400,GR,5/20/2020,20,5,2020,12:45,,,MDT,K,WS,,,,11.5,14,,,,837,,,4.66,356,0.00002,7.7,8,155,47.4,8.97,15.7,58.6,0.075,2.14,12.4,529,8350,41.5,0.412,72.3,783,59.3,6.9,460,1.42,24,,,,,1001,150,60,10,,,,,497,,,40,3044,200,,356,1.6376,,,0.6566,,,,,,,,,,,,,,,,20201000
USGS,12324400,GR,5/20/2020,20,5,2020,13:15,,,MDT,K,WS,,,,,,,,,848,,,4.68,,,,,,,,,,,,,,,,,,,,,,1.43,24,,,,,1001,,60,10,,,,,495,,,,,,,,1.7937,,,0.7114,,,,,,,,,,,,,,,,
USGS,12324400,GR,5/21/2020,21,5,2020,11:00,,,MDT,K,WS,,,,9.2,12,,,,1370,,,5.64,328,0.00001,8,8,143,42.6,8.77,19,58.7,0.088,1.8,19,492,7040,79.5,0.635,56.5,660,43.2,9.2,390,1.72,39,,,,,1001,120,55,10,,,2,5,438,,,10,,,2,331,0.9686,,,0.4371,,,,,,,,,,,,,,,,20201000
USGS,12324400,GR,5/21/2020,21,5,2020,11:30,,,MDT,K,WS,,,,,,,,,1360,,,5.63,,,,,,,,,,,,,,,,,,,,,,1.72,39,,,,,1001,,54,10,,,,,445,,,,,,,,1.0528,,,0.483,,,,,,,,,,,,,,,,
USGS,12324400,GR,6/2/2020,2,6,2020,15:20,,,MDT,K,WS,,,57,14.3,22.5,,,,1120,,5,5.2,261,0.00001,8,8.1,110,33.3,6.41,12.1,28.6,0.1,0.51,13.8,159,2330,36.1,0.37,18.2,189,16.3,6.8,111,1.58,32,,0.4,,1.1,1001,,50,10,,,3,5,122,,,20,3054,200,2,263,0.5152,,,0.258,,,,40311,,30763,30811,30831,,20419,,20350,,10063,,20201000
USGS,12324400,GR,7/14/2020,14,7,2020,14:25,,,MDT,K,WS,,,87,17.1,23,,,,646,,7,4.25,349, ,8.5,8.2,155,46.6,9.43,13.4,16.9,0.099,0.18,8.7,32.3,394,13.7,0.117,2.94,50.1,15.3,3.1,20,1.3,18,,,0.5,,1001,,59,10,,,3,5,16,,,10,3044,200,2,354,0.0687,,,0.0285,,,,40311,,30763,30811,30831,,20419,20379,20350,,10063,,20201000
USGS,12324400,GR,8/18/2020,18,8,2020,14:45,,,MDT,K,WS,,,83,19.3,30.5,,,,169,,17,2.85,453, ,8.6,8.4,203,59.8,13,15,15.4,0.075,0.13,7.1,15,130,10,0.089,0.99,49.6,24.6,2.1,10,0.87,4.8,,,0.1,,1001,,81,10,,,3,5,5,,,10,3044,200,2,457,0.0175,,,0.0033,,,,40311,,30763,30811,30831,,20419,20379,20350,,10063,,20201000
USGS,12324400,GR,10/14/2020,14,10,2020,14:45,,,MDT,K,WS,,,78,7.2,6,,,,289,,8,3.32,488, ,8.7,8.5,210,62.2,13.3,9.3,10.2,0.062,0.1,4.5,13.6,168,32.5,0.035,1.23,44.1,14.5,2.9,13,1.01,8.2,,,0.2,,1001,,68,10,,,3,5,7,,,10,3045,200,2,476,0.0229,,,0.0074,,,,40322,,30763,30811,30831,,20419,,20398,,10063,,20201000
USGS,12324400,GR,3/23/2021,23,3,2021,14:05,,,MDT,K,WS,,,42,4.8,6.5,,,,345,,5,3.51,521,0.00001,8.1,8.2,230,69.7,13.5,7.6,11.2,0.11,0.2,5.1,32,518,9.7,0.065,3.6,96.9,35.6,6.8,30,1.07,9.8,,,0.3,,1001,,72,10,,,3,5,21,,,10,3044,200,2,528,0.0712,,,0.0198,30,30,,40327,,30862,30870,30861,,20451,,20398,,10063,,20210000
USGS,12324400,GR,4/13/2021,13,4,2021,15:00,,,MDT,K,WS,,,82,4.8,4,,,,291,,16,3.4,527, ,8.3,8.6,224,68.5,12.8,6.5,10,0.176,0.23,4.2,28.2,494,7.6,0.058,3.3,110,46.1,6.5,28,1.04,8.2,,,0.4,,1001,,82,10,,,3,5,19,,,10,3044,200,2,534,0.0643,,,0.0115,,,,40325,,30862,30870,30861,,20480,,20422,,10063,,20211000
USGS,12324400,GR,5/5/2021,5,5,2021,14:00,,,MDT,K,WS,,,55,12.6,18,,,,325,,7,3.51,500, ,8.5,8.2,220,68.2,12,8.9,12.7,0.18,0.22,5.3,34.9,579,6.9,0.072,4.2,129,21.3,3.4,31,1.07,9.2,,,0.4,,1001,,80,10,,,3,5,22,,,10,3044,200,2,509,0.0763,,,0.0152,,,,40332,,30914,30870,30861,,20480,20404,,,10067,,20211000
USGS,12324400,GR,5/18/2021,18,5,2021,15:30,,,MDT,K,WS,,,84,17.5,15.5,,,,233,,10,3.19,465, ,8.8,8.3,210,63.7,12.4,11.2,12.6,0.087,0.14,6.4,23.4,290,7.6,0.094,2.29,75.7,30.2,2,18,0.97,6.6,,,0.3,,1001,,86,10,,,3,5,11,,,10,3044,200,2,473,0.0369,,,0.0053,,,,40332,,30914,30870,30922,,20480,20468,20529,,10067,,20211000
USGS,12324400,GR,6/8/2021,8,6,2021,13:45,,,MDT,K,WS,,,83,14.6,24,,,,364,,10,3.63,320,0.00001,8.2,8.3,130,39.6,7.54,11.2,20.1,0.084,0.33,8.2,76.3,1080,15.1,0.174,9.43,144,18.3,4.9,55,1.11,10,,,0.5,,1001,,78,10,,,3,5,44,,,10,3044,200,2,321,0.1432,,,0.032,,,,40332,,30914,30870,30922,,20480,,20529,,10067,,20211000
USGS,12324400,GR,7/13/2021,13,7,2021,14:15,,,MDT,K,WS,,,72,20,26,,,,86,,11,2.51,490, ,8.5,8.3,219,64,14.3,13.9,15.2,0.067,0.09,7.2,13.8,106,15,0.144,0.92,59.1,35.6,2.4,8,0.77,2.4,,,0.3,,1001,,81,10,,,3,5,15,,,10,3044,200,2,492,0.036,,,0.0067,,,,40332,,30914,30870,30922,,20480,20468,20529,,,,20211000
USGS,12324400,GR,8/17/2021,17,8,2021,14:45,,,MDT,K,WS,,,82,18.7,19,,,1,101,,10,2.62,500, ,8.6,8.4,230,67.5,14.9,13.4,13.6,0.094,0.08,7.7,11,75.1,13.2,0.117,0.61,42.8,15.5,2,6,0.8,2.9,,,0.1,,1001,,,10,60,,3,5,,,,10,3044,200,2,505,,,,,,,40336,40332,,30926,30870,30922,30857,20480,20468,20529,81818,10071,,20211000
USGS,12324400,GR,10/13/2021,13,10,2021,16:00,,,MST,K,WS,,,82,5.2,7,,,2,184,,10,3.06,513, ,8.8,8.4,244,72.2,15.6,7.7,8.1,0.061,0.06,3.9,7.9,78.2,12.5,0.076,0.64,27.3,14.3,2,6,0.93,5.2,,,0.1,,1001,,78,10,100,,3,5,14,,,10,3044,200,2,527,0.0323,,,0.0072,,,,40339,,30926,30840,30939,,20480,20468,,,10071,,20211000
USGS,12324400,GR,3/23/2022,23,3,2022,15:30,,,MDT,K,WS,,,77,12.8,18,,,1,244,,10,3.1,527, ,8.7,8.3,253,76.7,15,7.6,11,0.153,0.2,6.7,30,20.7,20.1,0.16,3.16,95.7,46.7,3.5,27,0.94,6.9,,,0.2,,1001,,80,10,100,,3,5,20,,,10,3044,200,2,551,0.0619,,,0.0122,30,30,,40354,,30938,30940,,30878,20564,,20489,,10071,,20220000
USGS,12324400,GR,4/19/2022,19,4,2022,14:45,,,MDT,K,WS,,,78,9,10,,,1,215,,10,2.99,537, ,8.7,8.3,266,80.3,15.9,7.5,10.4,0.196,0.22,5.8,29.8,466,32.8,0.269,3.35,97.1,44.4,4.6,26,0.91,6.1,,,0.2,,1001,,81,10,160,,3,5,19,,,10,3044,200,2,563,0.0387,,,0.0074,,1,,40354,,30938,30940,,30878,20564,,20489,,10071,,20221000
USGS,12324400,GR,5/4/2022,4,5,2022,13:30,,,MDT,K,WS,,,78,13.3,17,,,1,188,,13,2.88,573, ,8.8,8.3,269,80.6,16.6,10.4,11,0.236,0.17,7.3,14.7,189,31.4,0.233,1.3,66.3,48.4,3,12,0.88,5.3,,,0.1,,1001,,69,10,,400,3,5,16,,,10,3044,200,2,585,0.0484,,,0.015,,1,,40354,,30938,30940,,30929,20564,20468,20489,,10074,,20221000
USGS,12324400,GR,5/25/2022,25,5,2022,14:15,,,MDT,K,WS,,,100,14.7,21,,,1,144,,10,2.67,562, ,8.6,8.3,263,78.4,16.3,12.5,13.3,0.17,0.14,8.2,12.8,143,42.6,0.259,0.94,86.5,62.9,3.3,10,0.81,4.1,,,0.3,,1001,,75,10,,150,3,5,13,,,10,3044,200,2,571,0.038,,,0.0094,,,,40354,,30938,30940,,30929,20564,20468,20489,,10074,,20221000
USGS,12324400,GR,6/9/2022,9,6,2022,13:45,,,MDT,K,WS,,,80,16.5,24.5,,,1,452,,15,3.73,470,0.00001,8.2,8.1,203,63.4,10.9,12.6,23.9,0.178,0.53,7.3,98.9,1660,15.5,0.194,12.7,219,26.3,5.9,81,1.14,13,,,0.5,,1001,,80,10,200,,3,5,67,,,10,3044,200,2,475,0.2096,,,0.0409,,,,40357,,30978,30940,,30929,20564,,20489,,10075,,20221000
USGS,12324400,GR,7/13/2022,13,7,2022,15:00,,,MDT,K,WS,,,80,20.8,27,,,,224,,15,3.22,435, ,8.4,8.3,202,61.1,12.1,15.1,15.8,0.085,0.11,8.1,16.5,164,22.5,0.215,1.36,59.4,38.7,3.4,12,0.98,6.3,,,0.5,,1001,,90,10,,80,3,5,6,,,10,3044,200,2,437,0.0142,,,0.0014,,,,40357,,30978,30940,,30929,20582,20523,20489,,,10074,20221000
USGS,12324400,GR,8/17/2022,17,8,2022,15:45,,,MDT,K,WS,,,55,22.9,,,,0,74,,10,2.47,440, ,8.7,8.8,184,50.9,13.9,15.5,15.5,0.067,0.04,7.7,8.8,26.1,6.1,0.043,0.17,8.7,3.83,2,2,0.75,2.1,,,0.3,,1001,,84,10,150,,3,5,2,,,10,3044,10,2,431,0.0045,,,0.0007,,30,,40368,,,,,,,,,,10074,,20221000
USGS,12324400,GR,10/5/2022,5,10,2022,14:15,,,MDT,K,WS,,,80,13.4,21.5,,,1,182,,,2.99,612,0.00001,8.3,8.2,247,73.2,15.7,11.3,10.8,0.081,0.06,6.9,9.3,65.9,14,0.099,0.54,34.1,19.1,2.3,6,0.91,5.2,,,,,1001,,65,10,150,,3,5,3,,,10,3044,10,2,542,0.0062,0.004,0.0022,,,1,,40368,,,,,,,,,,10078,,20221000
USGS,12324400,GR,3/22/2023,22,3,2023,14:15,,,MDT,K,WS,,,72,5.4,,,645,0,189,,10,3.02,, ,8.6,8.2,232,69.8,14,7.2,11.2,0.082,0.21,5.1,38.2,571,8.5,0.087,4.58,138,56.5,5.8,36,0.92,5.4,,,,,1001,7.9,53,10,,100,3,5,26,,,10,3044,,2,535,0.0884,0.0466,0.0418,,,1,,40382,,,,,,,,,,10079,,20230000
USGS,12324400,GR,4/12/2023,12,4,2023,9:15,,,MDT,K,WS,,,69,5.5,,32,646,2,403,,10,3.66,444,0.00001,8.1,,,,,,,,,,,,,,,,,,,1.12,11,,,,,1001,29,,10,100,,3,5,,,,10,3044,200,2,,,,,,,10,,40368,,,,,,,,,,10079,,
USGS,12324400,GR,5/10/2023,10,5,2023,15:15,,,MDT,K,WS,,,,11.2,,,649,1,818,,,4.59,428,0.00001,8,,,,,,,,,,,,,,,,,,,1.4,23,,,,,1001,25,,10,200,,,,,,,70,3070,,2,,,,,,,1,,40382,,,,,,,,,,10079,,
USGS,12324400,GR,5/24/2023,24,5,2023,14:15,,,MDT,K,WS,,,49,13.4,,64,648,2,1030,,8,5.02,283,0.00001,7.8,,,,,,,,,,,,,,,,,,,1.53,29,,,,,1001,24,,10,50,,3,4,,,,10,3052,,2,,,,,,,1,,40382,,,,,,,,,,10079,,
